Pos,act,x,y,v,a,Duration,Gradient,SOC,Power,Energy,F_load,F_traction,Wind,dt,Brake,Throttle,Power,Torque,dt_Energy_wh,Total_Reward,dt_Time_reward,dt_Energy_reward,dt_Position_reward
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.581988811405318,0.0,0.1,0.0,18.0,0.0,-2.381988811405318,-2.581988811405318,-0.0,0.2
1.0,0.3,0.0,0.0,0.7745966434215954,0.3,2.581988811405318,0.0,0.5,0.0,0.0,0.0,600.0,0.0,0.8802108546436049,0.0,0.3,1.3942739581588717,54.0,0.3409041867550951,-1.0211150413987,-0.8802108546436049,-0.3409041867550951,0.2
2.0,-0.9,1.0,0.0,1.4975861606780911,0.8213821875091876,3.4621996660489227,0.0,0.4999659095813245,1.3942739581588717,0.0003409041867550951,157.23562498162502,1800.0000000000002,0.0,0.0,-0.9,0.0,-8.086965267661693,-162.0,-0.0,-2.0,0.0,0.0,-2.0
2.0,0.0,2.0,0.0,0.0,-2.7789951349271442,3.4621996660489227,0.0,0.4999659095813245,-8.086965267661693,0.0003409041867550951,157.9902698542882,-5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
2.0,0.3,2.0,0.0,0.0,0.0,3.4621996660489227,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,1.4907119684363932,0.0,0.3,0.0,54.0,0.0,-1.2907119684363932,-1.4907119684363932,-0.0,0.2
3.0,-1.0,2.0,0.0,1.341640771592754,0.9000000000000001,4.952911634485316,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,1800.0000000000002,0.0,0.0,-1.0,0.0,-8.049844629556524,-180.0,-0.0,-2.0,0.0,0.0,-2.0
3.0,0.0,3.0,0.0,0.0,-3.078893437490813,4.952911634485316,0.0,0.4999659095813245,-8.049844629556524,0.0003409041867550951,157.786874981625,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
3.0,0.3,3.0,0.0,0.0,0.0,4.952911634485316,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,1.4907119684363932,0.0,0.3,0.0,54.0,0.0,-1.2907119684363932,-1.4907119684363932,-0.0,0.2
4.0,-1.0,3.0,0.0,1.341640771592754,0.9000000000000001,6.4436236029217095,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,1800.0000000000002,0.0,0.0,-1.0,0.0,-8.049844629556524,-180.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,0.0,4.0,0.0,0.0,-3.078893437490813,6.4436236029217095,0.0,0.4999659095813245,-8.049844629556524,0.0003409041867550951,157.786874981625,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
4.0,0.2,4.0,0.0,0.0,0.0,6.4436236029217095,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,1.825741827921523,0.0,0.2,0.0,36.0,0.0,-1.625741827921523,-1.825741827921523,-0.0,0.2
5.0,-1.0,4.0,0.0,1.0954450967529137,0.6,8.269365430843232,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,1200.0,0.0,0.0,-1.0,0.0,-6.572670580517483,-180.0,-0.0,-2.0,0.0,0.0,-2.0
5.0,-0.2,5.0,0.0,0.0,-3.0787556249908126,8.269365430843232,0.0,0.4999659095813245,-6.572670580517483,0.0003409041867550951,157.511249981625,-6000.0,0.0,0.0,-0.2,0.0,-0.0,-36.0,-0.0,-2.0,0.0,0.0,-2.0
5.0,-1.0,5.0,0.0,0.0,-0.6,8.269365430843232,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-1200.0,0.0,0.0,-1.0,0.0,-0.0,-180.0,-0.0,-2.0,0.0,0.0,-2.0
5.0,0.2,5.0,0.0,0.0,-3.0,8.269365430843232,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-6000.0,0.0,1.825741827921523,0.0,0.2,0.0,36.0,0.0,-1.625741827921523,-1.825741827921523,-0.0,0.2
6.0,-1.0,5.0,0.0,1.0954450967529137,0.6,10.095107258764754,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,1200.0,0.0,0.0,-1.0,0.0,-6.572670580517483,-180.0,-0.0,-2.0,0.0,0.0,-2.0
6.0,0.0,6.0,0.0,0.0,-3.0787556249908126,10.095107258764754,0.0,0.4999659095813245,-6.572670580517483,0.0003409041867550951,157.511249981625,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
6.0,-1.0,6.0,0.0,0.0,0.0,10.095107258764754,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-180.0,-0.0,-2.0,0.0,0.0,-2.0
6.0,0.0,6.0,0.0,0.0,-3.0,10.095107258764754,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
6.0,-1.0,6.0,0.0,0.0,0.0,10.095107258764754,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-180.0,-0.0,-2.0,0.0,0.0,-2.0
6.0,0.0,6.0,0.0,0.0,-3.0,10.095107258764754,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
6.0,-0.9,6.0,0.0,0.0,0.0,10.095107258764754,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,0.0,-0.9,0.0,-0.0,-162.0,-0.0,-2.0,0.0,0.0,-2.0
6.0,0.0,6.0,0.0,0.0,-2.7,10.095107258764754,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.0,-2.0
6.0,-0.2,6.0,0.0,0.0,0.0,10.095107258764754,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,0.0,0.0,0.0,-0.2,0.0,-0.0,-36.0,-0.0,-2.0,0.0,0.0,-2.0
6.0,0.9,6.0,0.0,0.0,-0.6,10.095107258764754,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-1200.0,0.0,0.8606629626362298,0.0,0.9,0.0,162.0,0.0,-0.6606629626362297,-0.8606629626362298,-0.0,0.2
7.0,-1.0,6.0,0.0,2.3237899991178206,2.7,10.955770221400984,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,5400.0,0.0,0.0,-1.0,0.0,-13.942739994706923,-180.0,-0.0,-2.0,0.0,0.0,-2.0
7.0,-0.3,7.0,0.0,0.0,-3.0797203124908124,10.955770221400984,0.0,0.4999659095813245,-13.942739994706923,0.0003409041867550951,159.440624981625,-6000.0,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
7.0,-1.0,7.0,0.0,0.0,-0.9000000000000001,10.955770221400984,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-1800.0000000000002,0.0,0.0,-1.0,0.0,-0.0,-180.0,-0.0,-2.0,0.0,0.0,-2.0
7.0,0.4,7.0,0.0,0.0,-3.0,10.955770221400984,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-6000.0,0.0,1.290994437977519,0.0,0.4,0.0,72.0,0.0,-1.090994437977519,-1.290994437977519,-0.0,0.2
8.0,-1.0,7.0,0.0,1.5491933255730226,1.2,12.246764659378503,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,2400.0,0.0,0.0,-1.0,0.0,-9.295159953438136,-180.0,-0.0,-2.0,0.0,0.0,-2.0
8.0,-0.5,8.0,0.0,0.0,-3.079031249990812,12.246764659378503,0.0,0.4999659095813245,-9.295159953438136,0.0003409041867550951,158.062499981625,-6000.0,0.0,0.0,-0.5,0.0,-0.0,-90.0,-0.0,-2.0,0.0,0.0,-2.0
8.0,-0.3,8.0,0.0,0.0,-1.5,12.246764659378503,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-3000.0,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
8.0,0.5,8.0,0.0,0.0,-0.9000000000000001,12.246764659378503,0.0,0.4999659095813245,-0.0,0.0003409041867550951,0.0,-1800.0000000000002,0.0,1.154700530681248,0.0,0.5,0.0,90.0,0.0,-0.9547005306812479,-1.154700530681248,-0.0,0.2
9.0,0.1,8.0,0.0,1.7320507960218718,1.5,13.401465190059751,0.0,0.4999659095813245,0.0,0.0003409041867550951,0.0,3000.0,0.0,0.5575343993643197,0.0,0.1,1.0392304776131231,18.0,0.16094631670475767,-0.5184807160690774,-0.5575343993643197,-0.16094631670475767,0.2
