Pos,act,x,y,v,a,Duration,Gradient,SOC,Power,Energy,F_load,F_traction,Wind,dt,Brake,Throttle,Power,Torque,dt_Energy_wh,Total_Reward,dt_Time_reward,dt_Energy_reward,dt_Position_reward
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8164965782060707,0.0,1.0,0.0,180.0,0.0,-0.6164965782060707,-0.8164965782060707,-0.0,0.2
1.0,-0.3,0.0,0.0,2.4494897346182123,3.0,0.8164965782060707,0.0,0.5,0.0,0.0,0.0,6000.0,0.0,0.448477212573044,-0.3,0.0,-4.409081522312782,-54.0,-0.43941613136314445,-0.02876914689147178,-0.448477212573044,0.21970806568157222,0.2
2.0,-0.3,1.0,0.0,2.0100456940052833,-0.9798581249908126,1.2649737907791148,0.0,0.5000439416131364,-3.5272652178502257,-0.00043941613136314447,159.716249981625,-1800.0000000000002,0.0,0.5792442465217655,-0.3,0.0,-3.6180822492095093,-54.0,-0.46572296139936376,-0.14638276582208365,-0.5792442465217655,0.23286148069968188,0.2
3.0,-0.3,2.0,0.0,1.4427292434668124,-0.9794080026605039,1.8442180373008803,0.0,0.5000905139092763,-2.8944657993676075,-0.0009051390927625083,158.81600532100754,-1800.0000000000002,0.0,1.11468544149118,-0.3,0.0,-2.5969126382402634,-54.0,-0.6432757134824163,-0.5930475847499719,-1.11468544149118,0.32163785674120815,0.2
4.0,-0.3,3.0,0.0,0.351498915940321,-0.9789580871054427,2.9589034787920605,0.0,0.5001548414806245,-2.077530110592211,-0.0015484148062449247,157.9161742108853,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.632698048692578,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9785083782323788,2.9589034787920605,0.0,0.5001548414806245,-0.5061584389540624,-0.0015484148062449247,157.01675646475738,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.6,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.6,0.0,-0.0,-108.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-1.8000000000000003,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-3600.0000000000005,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
4.0,-0.3,4.0,0.0,0.0,-0.9000000000000001,2.9589034787920605,0.0,0.5001548414806245,-0.0,-0.0015484148062449247,0.0,-1800.0000000000002,0.0,0.0,-0.3,0.0,-0.0,-54.0,-0.0,-2.0,0.0,0.0,-2.0
